,MSE,ACCURACY
0,19.856981175375115,80.14301882462489
1,14.407050446804092,85.59294955319591
2,12.53191663634513,87.46808336365487
3,11.428996989872633,88.57100301012737
4,10.922968379848855,89.07703162015115
5,10.463324514949603,89.5366754850504
6,10.259059893226238,89.74094010677376
7,10.188744868452217,89.81125513154778
8,9.94462775715591,90.05537224284409
9,9.790496444758793,90.20950355524121
10,9.619729310533657,90.38027068946634
11,9.412727018660465,90.58727298133952
12,9.308399287035183,90.69160071296481
13,9.136011380007242,90.86398861999277
14,8.947718391519386,91.05228160848061
15,8.78399601861458,91.21600398138541
16,8.618446186646135,91.38155381335386
17,8.52087181353831,91.4791281864617
18,8.419318406182509,91.58068159381749
19,8.278593892723766,91.72140610727624
20,8.19752350390646,91.80247649609355
21,8.084873241727397,91.9151267582726
22,7.967316577272992,92.03268342272702
23,7.896404701325839,92.10359529867415
24,7.7779472047633424,92.22205279523665
25,7.720449015030289,92.27955098496972
26,7.6299566710953055,92.3700433289047
27,7.561911232421916,92.43808876757808
28,7.481670814980673,92.51832918501933
29,7.391298730786914,92.60870126921309
30,7.321880061316421,92.67811993868358
31,7.25835417155073,92.74164582844926
32,7.1933197887631435,92.80668021123685
33,7.122707099752117,92.87729290024788
34,7.054572344226038,92.94542765577395
35,7.016756902286312,92.98324309771368
36,6.968623681347886,93.03137631865212
37,6.912669478696978,93.08733052130303
38,6.84042394173111,93.15957605826888
39,6.767675322648863,93.23232467735114
40,6.729773966937029,93.27022603306297
41,6.697107956035839,93.30289204396416
42,6.644642525711202,93.35535747428881
43,6.617097290512715,93.38290270948728
44,6.551884549598124,93.44811545040189
45,6.518675750790784,93.48132424920922
46,6.487271954972629,93.51272804502737
47,6.419872105753679,93.58012789424632
48,6.388383815287174,93.61161618471283
49,6.362863143685359,93.63713685631464
50,6.315617734870201,93.6843822651298
51,6.277861668451138,93.72213833154886
52,6.237888484700412,93.76211151529958
53,6.219806905843811,93.78019309415619
54,6.181982855847188,93.8180171441528
55,6.144586906854528,93.85541309314547
56,6.116614442749371,93.88338555725063
57,6.058000783368467,93.94199921663153
58,6.045781530502072,93.95421846949793
59,6.007147513336353,93.99285248666365
60,5.980979597057677,94.01902040294232
61,5.967336587795678,94.03266341220431
62,5.93340930977541,94.0665906902246
63,5.899670252261668,94.10032974773833
64,5.872233145024287,94.12776685497572
65,5.848715003852579,94.15128499614742
66,5.81133986651476,94.18866013348523
67,5.794620158210342,94.20537984178966
68,5.7623745445149135,94.23762545548509
69,5.7505625908276965,94.2494374091723
70,5.722586471958695,94.27741352804131
71,5.677318912402982,94.32268108759702
72,5.664800753618547,94.33519924638145
73,5.645753872259097,94.35424612774091
74,5.607955611255568,94.39204438874444
75,5.587748173170618,94.41225182682939
76,5.573817549775695,94.4261824502243
77,5.531773989463206,94.4682260105368
78,5.506506285248842,94.49349371475115
79,5.4892373431622445,94.51076265683776
80,5.480113299847895,94.5198867001521
81,5.444985102147749,94.55501489785225
82,5.433515941325305,94.56648405867469
83,5.411759724398803,94.5882402756012
84,5.388846534527242,94.61115346547275
85,5.367894820826386,94.6321051791736
86,5.350102632148114,94.64989736785189
87,5.333361866692625,94.66663813330737
88,5.30277228048462,94.69722771951538
89,5.294075435064905,94.70592456493509
90,5.278182926251826,94.72181707374817
91,5.25813532766772,94.74186467233227
92,5.23260925294195,94.76739074705804
93,5.22287736182074,94.77712263817925
94,5.184848158390568,94.81515184160943
95,5.173877910297031,94.82612208970296
96,5.152574713785762,94.84742528621423
97,5.139990762130621,94.86000923786938
98,5.1221707585122775,94.87782924148772
99,5.101774183056026,94.89822581694398
